time,x,y,z,roll,pitch,yaw,xdot,ydot,zdot,p,q,r,thrust,roll angle,pitch angle,yaw angle,_xdot,_ydot,_zdot,_p,_q,_r,_xddot,_yddot,_zddot,_phiddot,_thetaddtot,_yawddot
0,1.01841953230695,1.01841953230695,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,8.81892998056724,-0.00336981862990841,0.000571754644206968,-0.00174784408762178,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,-0.330736035846866,0.318825186012761,7.82187647937528,-0.271759684791622,0.0439812452052599,-0.0737486991382062
0.1,0.620366420226373,0.620366420226373,0.0203664202263731,0.0203302817266337,0.0199416926328773,0.0199135939176922,-0.0803254378520739,0.116116259074079,4.314913130027,-0.139699363720716,0.0342508824965069,-0.0306549703038711,5.59586444059379,-0.000683765529019686,-0.00106659230027394,0.000509942330217002,-0.0803254378520739,0.116116259074079,4.314913130027,-0.139699363720716,0.0342508824965069,-0.0306549703038711,-0.227607217709261,0.223027368895269,1.37719129617343,-0.0551453090234612,-0.0820426124405913,0.0215164681241342
0.2,0.631785472404612,0.719916868280255,1.98747483578418,-0.0619219984215495,0.0183248167359772,-0.0125905237744349,-0.0602778983491853,0.0631951867855656,1.15289605091632,-0.0424094435665628,-0.040481194190195,0.00937401200163546,6.79174563056618,0.000709842154394869,0.00047097565982809,0.000151647340970921,-0.0602778983491853,0.0631951867855656,1.15289605091632,-0.0424094435665628,-0.040481194190195,0.00937401200163546,-0.258987391573447,-0.8373851770031,3.74518153466049,0.0572508959736686,0.0362417955283071,0.00640023916139612
0.3,0.643522601081282,0.707700960431924,0.797119206325703,-0.0201465245845492,-0.00879892385635508,0.0100802280780684,-0.095606199181367,-0.101049408390877,2.54687680534717,0.020819556347519,0.0234407365908396,0.00645481621579995,6.46789408308188,-0.00254734943495984,-0.00056060967353439,-0.000780647502984999,-0.095606199181367,-0.101049408390877,2.54687680534717,0.020819556347519,0.0234407365908396,0.00645481621579995,0.116417464961935,-0.25943323088177,3.1226624038683,-0.205431105076992,-0.0431197496967713,-0.0329382080808814
0.4,0.602237045987226,0.616180341085067,1.49275179553814,-0.0134591885905013,-0.00177017388551091,-0.010660702358412,-0.0832686005244214,-0.0944783230044369,2.35600735007248,-0.137462647597693,-0.0348510710925143,-0.0314212115989565,6.1207955295695,0.000372136114720053,-6.54101879041222e-05,0.001994815711626,-0.0832686005244214,-0.0944783230044369,2.35600735007248,-0.137462647597693,-0.0348510710925143,-0.0314212115989565,0.0199101484318175,-0.164978535338374,2.43046311738486,0.0300098721983627,-0.0050360154304264,0.0841707280285976
0.5,0.65414690646703,0.668150338291553,1.59874858605862,-0.0397696949158815,0.0182250581468409,0.0172520684435338,-0.0136654615822626,-0.0234357589468096,2.16786496849894,0.0195626826451655,0.0223403148319015,0.0691573374914347,6.18117689943025,-0.00324209022942175,-0.00276416429363577,-0.00407121568077858,-0.0136654615822626,-0.0234357589468096,2.16786496849894,0.0195626826451655,0.0223403148319015,0.0691573374914347,-0.216601231682414,-0.495327794009836,2.54052734627618,-0.26145870243778,-0.212560213555937,-0.171781197075808
0.6,0.641279821947649,0.656629220902937,1.62247197860419,-0.00559880770887958,0.0102264778388044,0.0312088759862363,-0.0931374773793458,-0.132521042698502,2.33114666727159,-0.165485174157447,-0.118227275128909,-0.0932779751289226,6.02208460139783,-0.0004679405492962,0.000212012014966214,0.00295939683223472,-0.0931374773793458,-0.132521042698502,2.33114666727159,-0.165485174157447,-0.118227275128909,-0.0932779751289226,-0.121001220734684,-0.0712430265070344,2.23335065176324,-0.0377453861590892,0.0162149353214883,0.124870590926372
0.7,0.644018105917826,0.646498111552439,1.86409300588351,-0.0577365366780234,-0.0187313107897742,-0.00622395302626579,-0.0450847845533322,-0.0713344159860146,2.30903444980686,-0.0295911651070227,0.0274126251076368,0.0886490162511874,5.81926622727673,-0.0025283860515637,-0.00267854284922415,-0.00387967736811803,-0.0450847845533322,-0.0713344159860146,2.30903444980686,-0.0295911651070227,0.0274126251076368,0.0886490162511874,0.213444816339181,-0.672936778639159,1.80710097649267,-0.203944734546641,-0.205849281403405,-0.163709730370879
0.8,0.625361884084347,0.631899263385819,1.96152012635802,-0.0327280796757069,0.0107702564225082,0.0419681191806294,-0.0747788573389567,-0.174364448243502,2.17913872675248,-0.145750831724169,-0.122331523961954,-0.0879285819355162,5.84830988658921,-0.000832989359915719,-0.00110668311252119,0.00220885948884645,-0.0747788573389567,-0.174364448243502,2.17913872675248,-0.145750831724169,-0.122331523961954,-0.0879285819355162,-0.109736689192588,-0.387685028004997,1.8796780236418,-0.0671551227919718,-0.0852748907896981,0.0931930099847717
0.9,0.623839580594023,0.597750699152271,2.05384683446136,-0.0782366593925831,-0.0437389335710293,-0.0223856829954847,-0.0605668181700857,-0.195718261446395,2.3051423317858,-0.0731252133010963,-0.0522286970709109,0.0546374771634092,5.61146958514619,-0.00124933586130009,-0.00103364906954398,-0.00150879273346865,-0.0605668181700857,-0.195718261446395,2.3051423317858,-0.0731252133010963,-0.0522286970709109,0.0546374771634092,0.469465272732703,-0.887880675134984,1.3679082964794,-0.10083689313647,-0.0792435819731215,-0.0636910823309804
1,0.575374899810589,0.529335381372676,2.19843649523774,-0.0970345812312386,-0.0628434650885883,-0.00545668962105633,-0.110518944057119,-0.323929932786991,2.11418684635576,-0.128191943788451,-0.0947384677512933,-0.063540589002747,5.61348841346938,0.00128973506919057,-0.000219487257435513,0.00327080363193626,-0.110518944057119,-0.323929932786991,2.11418684635576,-0.128191943788451,-0.0947384677512933,-0.063540589002747,0.695815379080222,-1.09150929242522,1.34210550055033,0.104018019905164,-0.0169036312572116,0.137967210989709
1.1,0.566465316188468,0.481861183328032,2.26368592776437,-0.11260170783743,-0.072469904961766,-0.043302075821147,-0.0330030932074262,-0.392638023552055,2.20446847018651,-0.0119255174154663,-0.0480960688333393,0.0558907803781583,5.44320546718192,-0.00110808582093714,-0.00150204054888009,-0.00059540836120693,-0.0330030932074262,-0.392638023552055,2.20446847018651,-0.0119255174154663,-0.0480960688333393,0.0558907803781583,0.729568428932316,-1.25599901019038,0.979075003249465,-0.0895366170864869,-0.11512191491975,-0.0251912162488505
1.2,0.630248886128551,0.475093047693251,2.4699942047912,-0.0293854551395908,-0.0190641536898634,0.0457573818394564,0.0810121246406053,-0.417794007902918,2.12010026112729,-0.079193994553735,-0.0758958658514387,0.00398159745853143,5.38438734966105,-0.00367388777336169,-0.0034339347042719,-0.00228798025842058,0.0810121246406053,-0.417794007902918,2.12010026112729,-0.079193994553735,-0.0758958658514387,0.00398159745853143,0.21945431333252,-0.306682655250672,0.9521695804372,-0.296295362561465,-0.264118789658654,-0.0966186910867779
1.3,0.633026305357107,0.401134599728664,2.5294217760367,-0.0974344653599746,-0.0702436715536921,-0.0106367174896235,0.079708031849352,-0.574563694979265,2.04425081849097,-0.228180441679395,-0.192796582852815,-0.0664334368846432,5.28879439079495,0.00356246070059543,0.00131832488392763,0.003652247858751,0.079708031849352,-0.574563694979265,2.04425081849097,-0.228180441679395,-0.192796582852815,-0.0664334368846432,0.727889933880964,-1.03679264897478,0.691458073982062,0.287294188483105,0.101411617325349,0.15399894669765
1.4,0.664684976038744,0.333395847884211,2.63995662944015,-0.146680129896783,-0.107580722008146,-0.0221540681888265,0.13609825233477,-0.562215051670427,2.02146228675668,0.0932929025769622,0.0189870001324602,0.0854827349682221,5.16644084887525,-0.00264772536656369,-0.00287042977236183,-0.00299661006558676,0.13609825233477,-0.562215051670427,2.02146228675668,0.0932929025769622,0.0189870001324602,0.0854827349682221,1.06383837894376,-1.53414235229093,0.352829297302046,-0.213902484035591,-0.220151732550985,-0.126624986065138
1.5,0.669188297479576,0.285632636229119,2.73842276889152,-0.0302634650621537,-0.0381410451633606,0.0292073109419764,0.166397628125862,-0.675345084870886,1.93478463525187,-0.178485972744602,-0.1713961917189,-0.0755142492133424,5.17852256606432,-0.000862931544161288,-0.00175934288483926,0.00220833558732029,0.166397628125862,-0.675345084870886,1.93478463525187,-0.178485972744602,-0.1713961917189,-0.0755142492133424,0.403735594700519,-0.301730564740153,0.534773564695497,-0.0694883251464578,-0.135502124982837,0.0930133611645093
1.6,0.69111840092518,0.213278937371272,2.82892343031802,-0.146499871104863,-0.120202825373404,-0.0370774982254659,0.283551640009252,-0.832319813298274,1.92047813128382,-0.110880882169093,-0.128520283589323,0.0421526673292753,4.97753767700628,0.00323534345782983,0.000808027043234774,-0.000257774689112638,0.283551640009252,-0.832319813298274,1.92047813128382,-0.110880882169093,-0.128520283589323,0.0421526673292753,1.12628072823475,-1.495984323283,-0.0326257139369481,0.260520187680908,0.0627512504423167,-0.011122999973022
