time,x,y,z,roll,pitch,yaw,xdot,ydot,zdot,p,q,r,thrust,roll angle,pitch angle,yaw angle,_xdot,_ydot,_zdot,_p,_q,_r,_xddot,_yddot,_zddot,_phiddot,_thetaddtot,_yawddot
0,3.01841953230695,1.01841953230695,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,8.90670762683976,-0.00343867922232799,0.00453759271535846,-0.00175794605485273,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,-0.334027957976661,0.321998555623617,7.99737221640207,-0.277312953257768,0.349045707063319,-0.0741749423311849
0.1,1.82036642022637,0.620366420226373,0.0203664202263731,0.0198907193032964,0.0199337539016655,0.0194661285018988,-0.0821131199942186,0.117844351550806,4.4114365247819,-0.142746425873815,0.202022137305851,-0.0308891954647787,5.53422586995055,-0.000668507622259927,-0.00145078821359862,0.000529638077193385,-0.0821131199942186,0.117844351550806,4.4114365247819,-0.142746425873815,0.202022137305851,-0.0308891954647787,-0.224820848470938,0.215809721600739,1.25406370501702,-0.0539148326718678,-0.111596144234798,0.0223475123003528
0.2,1.96287640046364,0.720771288731911,2.03434893252764,-0.0634659232545741,0.0954851060845532,-0.0136856374470885,-0.059059766501744,0.0614141833144321,1.09387300679113,-0.0403187531389337,-0.0413192588641962,0.0100044442282885,6.78113875875704,0.000659197544660484,0.000463892650044036,0.000173260311588511,-0.059059766501744,0.0614141833144321,1.09387300679113,-0.0403187531389337,-0.0413192588641962,0.0100044442282885,-1.30207602624372,-0.842424452576452,3.66331772525425,0.0531848120831168,0.0356975258139043,0.00731750010786856
0.3,1.9742665068527,0.707024052915847,0.778432523547158,-0.019396831147512,0.000898177285819764,0.010232473063459,-0.303141219169626,-0.103052377748439,2.5455296651634,0.0183476536256822,0.0369203215993174,0.00697900188576915,6.47067958051491,-0.00254163924890199,0.00129326219536571,-0.000821955471841646,-0.303141219169626,-0.103052377748439,2.5455296651634,0.0183476536256822,0.0369203215993174,0.00697900188576915,-0.00905247492645941,-0.251111391768464,3.12891950884588,-0.204967096796332,0.0994852354354267,-0.034674199219017
0.4,1.83924059780197,0.614170118373639,1.51234394820997,-0.0147157873355772,0.0144413911463374,-0.0107143115998029,-0.207599572662052,-0.0940505627736328,2.35692605039344,-0.137628814762853,0.0573265876191475,-0.0323143315270409,6.09552061273613,0.000412311992308935,-7.07355828562882e-05,0.0020287646114408,-0.207599572662052,-0.0940505627736328,2.35692605039344,-0.137628814762853,0.0573265876191475,-0.0323143315270409,-0.177942359436194,-0.177497989704425,2.37845015338428,0.0332425523482746,-0.00544693871085368,0.0856098840147582
0.5,1.92078888166688,0.668228095688656,1.60209923841326,-0.0401627625999011,0.0714361132110178,0.0165826440161013,-0.154909188311536,-0.0248635134917013,2.13836403172568,0.0214578668215648,0.0430660722496388,0.0700255877585923,6.18715822939495,-0.0032616356516669,-0.00276127599093251,-0.00408714218274787,-0.154909188311536,-0.0248635134917013,2.13836403172568,0.0214578668215648,0.0430660722496388,0.0700255877585923,-0.874149087173876,-0.511418487662495,2.52280269550068,-0.262969554132399,-0.212337234281397,-0.1724336068134
0.6,1.89238637766918,0.655855340955509,1.61422991503167,-0.00475189569832824,0.0360840183951456,0.0313521742802893,-0.313237357276783,-0.136484668559569,2.33613462223298,-0.167142562382192,-0.0972022176212855,-0.0935996594832047,6.0039870333565,-0.000441674730695625,0.00120749064461377,0.00295225459312555,-0.313237357276783,-0.136484668559569,2.33613462223298,-0.167142562382192,-0.0972022176212855,-0.0935996594832047,-0.431195477655541,-0.0706118281047075,2.19002190067306,-0.0357342266820288,0.0927875609680455,0.12458873079744
0.7,1.85122593323507,0.644053903981842,1.88044877187075,-0.0583468275727621,0.00850357901943578,-0.00600115593407988,-0.277088858775086,-0.0741111090158577,2.28295804074997,-0.0280553510236184,0.0903795505875891,0.0885420321728014,5.81945926506206,-0.00250866604111224,-0.00287331275328408,-0.00389812804615766,-0.277088858775086,-0.0741111090158577,2.28295804074997,-0.0280553510236184,0.0903795505875891,0.0885420321728014,-0.102874085198473,-0.678103576482349,1.80869256900375,-0.202214588536648,-0.220832208910437,-0.164454132303597
0.8,1.81574571492588,0.630281198089402,1.95695901959242,-0.0317979524969238,0.0585728736225688,0.0411640506915484,-0.331589213330611,-0.177810013022057,2.16970000287221,-0.14677700512943,-0.105786509634847,-0.088331009374807,5.84796100290242,-0.000792000560373335,-0.00127668244021479,0.00226200031218563,-0.331589213330611,-0.177810013022057,2.16970000287221,-0.14677700512943,-0.105786509634847,-0.088331009374807,-0.66844402443609,-0.399690381688717,1.8599623714411,-0.0639703115537924,-0.0983542002511662,0.0954789244336618
0.9,1.78937503949691,0.59555479358649,2.05183329907302,-0.0791404157889983,-0.0135296024062925,-0.0233445879443788,-0.365223528056728,-0.200229452076608,2.29680395604365,-0.0708646646843576,-0.0353045011639776,0.0558742119883492,5.61173785723885,-0.00122693691189324,-0.000548872208981875,-0.00152934547752522,-0.365223528056728,-0.200229452076608,2.29680395604365,-0.0708646646843576,-0.0353045011639776,0.0558742119883492,0.130616162554696,-0.890595196175979,1.37732258979326,-0.0988565374412024,-0.0419521249967261,-0.0644981547889784
