time,x,y,z,roll,pitch,yaw,xdot,ydot,zdot,p,q,r,thrust,roll angle,pitch angle,yaw angle,_xdot,_ydot,_zdot,_p,_q,_r,_xddot,_yddot,_zddot,_phiddot,_thetaddtot,_yawddot
0,4.01841953230695,5.01841953230695,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,9.32037427611558,-0.0108644040792062,0.00656341319697166,-0.00201127350690995,-0.090546467984892,0.125994799194768,4.86631868693214,-0.472082450684653,0.287709017371985,-0.0367675980580264,-0.211601472302234,0.210298696353148,1.07625027365118,-0.0624378452421184,-0.0705232468353223,0.0183305946153532
0.1,2.42036642022637,3.02036642022637,0.0203664202263731,0.0196657871546416,0.019076758813625,0.0183850983694594,-0.090546467984892,0.125994799194768,4.86631868693214,-0.472082450684653,0.287709017371985,-0.0367675980580264,5.4451686324975,-0.000774192978131034,-0.000916840547405446,0.000434437128058893,-0.090546467984892,0.125994799194768,4.86631868693214,-0.472082450684653,0.287709017371985,-0.0367675980580264,-0.211601472302234,0.210298696353148,1.07625027365118,-0.0624320114253517,-0.0705221951266139,0.0183415700308903
0.2,2.62527042130799,3.38865271281843,2.24006174892144,-0.214924644199305,0.134712416011317,-0.0177579246131849,-0.0567052317645949,0.0600144761832813,1.03724602182181,-0.0732975405612901,-0.00632197587300389,0.00812889843123085,6.65590639645132,0.000158088057142828,0.000236609940217551,0.000394279160506913,-0.0567052317645949,0.0600144761832813,1.03724602182181,-0.0732975405612901,-0.00632197587300389,0.00812889843123085,-1.79685134033827,-2.8075969844931,3.07771059058499,0.0127975049907993,0.0182731179849839,0.0166714107820417
0.3,2.63988601623952,3.3673184127216,0.775746749351938,-0.0543208216801443,0.0220552354426482,0.00885938251102162,-0.403522095581648,-0.494621387060151,2.49947277319602,-0.0343682085828427,0.0370703140472645,0.0113884337868753,6.42511860856844,-0.00562707777588752,0.00201099389824017,-0.00105616390212812,-0.403522095581648,-0.494621387060151,2.49947277319602,-0.0343682085828427,0.0370703140472645,0.0113884337868753,-0.276781877505259,-0.700171768894882,3.01816229329116,-0.45377015742892,0.15473864724712,-0.0445238812181336
0.4,2.44762766211902,3.08231692058883,1.59500801922094,-0.0607592771455797,0.0215528194161847,-0.00918359785541746,-0.300782138810604,-0.360839579075868,2.30556548504872,-0.30691952437802,0.0966026532624704,-0.0379952479597966,6.08836300804274,3.63106649920297e-05,0.000334163828897506,0.00210244970919017,-0.300782138810604,-0.360839579075868,2.30556548504872,-0.30691952437802,0.0966026532624704,-0.0379952479597966,-0.268717372220419,-0.736957258325991,2.34143371969252,0.00292488046897111,0.0256992047817285,0.0887588312707863
0.5,2.53970601606773,3.19392810816508,1.62286220424439,-0.142951335313614,0.0965386258035587,0.0131988799060541,-0.242237141385053,-0.33491109738582,2.12628751791016,-0.0395739315990278,0.0735761260728429,0.0712015755044124,6.12799694852676,-0.00386255136227368,-0.0029626868200868,-0.00403922047560104,-0.242237141385053,-0.33491109738582,2.12628751791016,-0.0395739315990278,0.0735761260728429,0.0712015755044124,-1.14614292501561,-1.76133048851203,2.26449616796858,-0.31135832968959,-0.227621057516016,-0.170335960701867
0.6,2.50859900900898,3.14585127904197,1.64927051366807,-0.0676597372265631,0.0598461268718012,0.0297432022721172,-0.431627505874714,-0.588412544119833,2.27817307995309,-0.240740453076009,-0.0938953509779245,-0.0930374066100486,5.98895615486733,-0.00184237670563324,0.00155833690941043,0.00295368083639024,-0.431627505874714,-0.588412544119833,2.27817307995309,-0.240740453076009,-0.0938953509779245,-0.0930374066100486,-0.690365917824224,-0.830702292610324,2.11911194935532,-0.148729173547354,0.119600809762572,0.124744419177441
0.7,2.44329138952195,3.04567014949118,1.9289000201296,-0.130828135633246,0.0215773362714182,-0.00601693718586213,-0.415242481540928,-0.569083747739669,2.24128141859888,-0.138696999523904,0.119704280064559,0.0880464505577757,5.79171090211608,-0.00238627666995351,-0.00288922394112078,-0.00391881725370156,-0.415242481540928,-0.569083747739669,2.24128141859888,-0.138696999523904,0.119704280064559,0.0880464505577757,-0.256871989599028,-1.50959989183972,1.67175882181288,-0.19223252738048,-0.221662335918785,-0.165230802145047
0.8,2.39612180801125,2.99448899484711,1.9837361408384,-0.125583343979072,0.0845021059405945,0.0387388693390659,-0.481270119598457,-0.737285096277445,2.1103490539244,-0.196446257391223,-0.0954776851924842,-0.0891421231085044,5.81261941632493,-0.000753448984588651,-0.00150788440828308,0.00244420270693728,-0.481270119598457,-0.737285096277445,2.1103490539244,-0.196446257391223,-0.0954776851924842,-0.0891421231085044,-0.916337412307167,-1.49271081930946,1.6825331443017,-0.0608971285601325,-0.116319900575328,0.103304570348658
0.9,2.35721821837157,2.89847367581283,2.08184817319775,-0.151980921201275,0.00398954391298251,-0.026262301486608,-0.535697745408198,-0.856216336547854,2.21942052383733,-0.122901223348312,-0.0290318079207395,0.0595529882808167,5.60032211562957,-0.00155275361077716,-0.000527440010011705,-0.00154865774011076,-0.535697745408198,-0.856216336547854,2.21942052383733,-0.122901223348312,-0.0290318079207395,0.0595529882808167,-0.0886839060370032,-1.69399388053323,1.26144756085512,-0.124996527145154,-0.0398016264768942,-0.065179916415273
1,2.2501987575163,2.75159651642324,2.22877746459187,-0.17272129490705,-0.0140389853973538,-0.00411371285231279,-0.633659855348079,-1.05327061415343,2.02857284815139,-0.19589905108713,-0.0382146713441943,-0.0644924561711951,5.58203840592426,0.00212599340150952,-0.00110453654641261,0.00327744826274923,-0.633659855348079,-1.05327061415343,2.02857284815139,-0.19589905108713,-0.0382146713441943,-0.0644924561711951,0.146500908982292,-1.91931941043091,1.18687962766094,0.171451801354425,-0.0849614939001526,0.138455048940584
1.1,2.19601507946862,2.63460339776282,2.27877802505299,-0.200389049705719,-0.00832966022925349,-0.0452669476975982,-0.607338436501736,-1.19471216823075,2.08711183833865,-0.0283583226673892,-0.0450941598043951,0.0559892443096778,5.45142052919554,-0.000420162651637955,-0.00210494870135821,-0.000483267070399411,-0.607338436501736,-1.19471216823075,2.08711183833865,-0.0283583226673892,-0.0450941598043951,0.0559892443096778,-0.00929811465937707,-2.17202137461948,0.874295944880881,-0.0336774457352802,-0.16090546304363,-0.0202221092010363
1.2,2.20603425459459,2.54986363472012,2.4672908996427,-0.0964466016211298,0.0255765364130532,0.0445339629850961,-0.538966619107141,-1.29157268898586,2.03400557045712,-0.100698531358247,-0.0673200174340785,0.00648475413824065,5.37841499887741,-0.00302473371964705,-0.00343135745881714,-0.00229918103541047,-0.538966619107141,-1.29157268898586,2.03400557045712,-0.100698531358247,-0.0673200174340785,0.00648475413824065,-0.22742717406434,-1.04701501923003,0.893337238011414,-0.243905714997031,-0.2638119954734,-0.0968611958423678
1.3,2.15276283248018,2.39072050466809,2.54522580842819,-0.168277840880392,-0.0236706105653434,-0.0115269285723171,-0.60137812080814,-1.52176195332875,1.92968470486322,-0.248233009604246,-0.160150917369334,-0.0665404062549496,5.29455092336682,0.00495113431375886,-7.33342448072099e-05,0.00371178745667971,-0.60137812080814,-1.52176195332875,1.92968470486322,-0.248233009604246,-0.160150917369334,-0.0665404062549496,0.226627785516705,-1.77624350472978,0.626602741277209,0.399289968994459,-0.00560377292568242,0.156741533485473
1.4,2.11786166273823,2.2455438390149,2.61171988615449,-0.219116041455572,-0.0504869396080922,-0.027020654194543,-0.582136182865971,-1.57389782881425,1.91134209543863,0.109063676525185,-0.00528863712832978,0.0870414647397484,5.21166153999339,-0.00136232660694179,-0.00360040173504726,-0.00284099723749425,-0.582136182865971,-1.57389782881425,1.91134209543863,0.109063676525185,-0.00528863712832978,0.0870414647397484,0.452040771565773,-2.27873003853968,0.351137366559126,-0.109807151521992,-0.27565108877618,-0.119819454495038
