time,x,y,z,roll,pitch,yaw,xdot,ydot,zdot,p,q,r,thrust,roll angle,pitch angle,yaw angle
0,5.01841953230695,3.01841953230695,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,9.2119627290767,-0.00710946705396526,0.00852864033278154,-0.00173837305415977
0.01,3.0193717654818,1.8193717654818,0.0193717654817975,0.0183589696517488,0.0184334362925267,0.0174292622174169,-0.0646100121599146,0.100987124321757,4.36005622697146,-0.279733221935798,0.341321291827215,-0.0271336190844817,5.72786629073416,-0.000149169790535172,-0.000189246101834833,0.000486855808613669
0.02,3.30439629695706,2.03935827407806,1.77433196327116,-0.112044892422988,0.14008598738195,-0.0100514294665095,-0.019935777108348,0.0237814819145941,0.876537427994266,-0.0052432071696345,-0.000821028264721729,0.0119237906941004,7.07178627116726,-0.000259712524922242,0.00229947629463535,-6.82292483635311e-05
0.03,3.32566980155646,2.01316747255362,0.391417314789662,0.00269856946685348,0.00837843180318839,0.0114437827135699,-0.328814690308131,-0.247355429181355,2.28562403326559,-0.00795508495263292,0.0980772518528383,0.00384169042336791,6.99732090750702,-0.00398197498514692,0.00404455586626669,-0.000732473237407154
0.04,3.17123202776556,1.87529352687431,1.01263206754168,-0.0181517826032857,0.0286580315424995,-0.013861928682192,-0.0657705803471607,-0.026198713746696,2.17396125930638,-0.175930830460404,0.15020845355591,-0.0268868358267718,6.68946957701195,0.000183134207465104,0.00336299243820865,0.00195365393001156
0.05,3.33819263448551,2.0236349400682,0.962344250883789,-0.0404046977861075,0.0959697043424579,0.0238444898083613,-0.0273739284116895,0.0100988703228111,1.92433349115985,0.0298034849228669,0.163007370858451,0.0682209374790518,6.84335696442847,-0.00447739040170054,-0.000144737052503247,-0.00433992577674041
0.06,3.31327929096849,1.99842773017326,0.853560546385745,0.0104321731694481,0.0687258751410232,0.0237531960396548,-0.223139879748254,-0.0979851197442188,2.08292956723154,-0.188116757879833,0.00264146138755266,-0.0915968053923562,6.808418318787,-0.000853205233807819,0.00439136695998597,0.00319446900140443
0.07,3.27130991161296,1.99366317422224,0.989691617994886,-0.0423700609416738,0.040594896984756,0.00156572445933272,-0.121864766890778,0.0556971412829565,2.08783648369005,-0.0120884204695841,0.208146628199059,0.0955834694221872,6.74261326148347,-0.00370415336219183,0.000861302813768052,-0.00458198037242212
0.08,3.27753960391895,2.02145335936569,0.955815634993707,-0.00411645696275212,0.0914112200245267,0.0382173154209694,-0.12093574142117,-0.0888630147401829,2.01269710040607,-0.157666138729361,0.0459240658730839,-0.0936993740974564,6.78061809255728,-0.00122425830542241,0.00250962072886884,0.00261678564936633
0.09,3.29417931984307,1.97799513989692,0.950439776188249,-0.0494717391418559,0.0419007584975336,-0.0195331155990531,-0.205197432900829,-0.00973512381192963,2.0861264194351,-0.0429691827086577,0.123128618340543,0.0683808956348476,6.73534425014911,-0.00233498140142396,0.00260370771903332,-0.0023065084267299
