time,x,y,z,roll,pitch,yaw,xdot,ydot,zdot,p,q,r,thrust,roll angle,pitch angle,yaw angle
0,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,0.0184195323069548,7.14763195609992,-0.000861856569345958,-0.020729034407068,-0.00181610564162396
0.01,0.0193717654817975,0.0193717654817975,0.0193717654817975,0.0219257582586035,0.0192258329000762,0.0217887506431697,-0.0262774351886398,0.0638879260109383,2.27576447430479,-0.0253761320395691,-0.795099936076219,-0.0287919791360739,5.77306416032161,-0.000227780359721557,-0.00367649904968311,9.81134960263255e-05
0.02,-0.010028482910051,0.0261619180917375,0.925502371502591,-0.00942418732356079,-0.321215422634761,-0.00871918862721546,-0.0214207726526803,0.0280211549061148,0.901845481836473,-0.0132345244017472,-0.1494389103359,0.00273245685373439,5.64385484863268,0.000716034137578982,-0.00444666137240585,0.000308282841948788
0.03,-0.00107219751883611,0.0187297104589621,0.38660130904965,0.00188340839663455,-0.0586667146021925,0.00675142161828284,0.377143712924717,0.00167518699927313,0.965890383338059,0.0344040673598241,-0.176569968653704,0.0117573855441525,6.00636156442874,-0.000605108272691884,-0.0127897215714355,-0.000829918822458267
0.04,0.134967086302756,-0.0141695167332304,0.39966690225046,0.00156304346501834,-0.0904844962353788,-0.00533370759632283,0.0849921667486733,-0.0151633347941367,1.14266219660018,-0.0350902047256686,-0.518820105966265,-0.028950742015565,5.93981643780368,0.00116400350016693,-0.00371490273972189,0.00172480835949099
0.05,0.0709790206589668,0.0314173696114046,0.520934277204557,0.0172593044086465,-0.185146607240622,0.0179534249203291,0.198684067451113,0.0582862078975327,1.12918535123605,0.0713033232653856,-0.133444425371369,0.0630232838783696,5.70489388063167,-0.00206694021686537,-0.00951679705003604,-0.00385176335850423
0.06,0.0782848101658578,0.0218593288812214,0.491954518353672,0.0338925552468728,-0.0636590761671231,0.0326738821173471,0.242457427220429,0.0274265223449527,0.925326120220207,-0.0801294092917165,-0.384408026575729,-0.0811574227104267,6.02137009440911,0.000936580988897322,-0.00763735216438595,0.0022357088177056
0.07,0.134529935769488,0.0492871452474729,0.448652082692034,-0.00243090742459522,-0.132573265031522,-0.00292000936904001,0.203043318707077,0.107701567130885,1.22388103691619,0.0584112014025647,-0.287866169168469,0.0749177917869799,5.72934978209354,-0.00115008065312159,-0.0075933385255044,-0.00338785039704182
0.08,0.0853208755848588,0.0462262235783477,0.546651888647174,0.0324988293930115,-0.125245623525045,0.0400143323350626,0.217844468791645,0.0159167962942401,0.939263667467455,-0.0359037300885762,-0.313094635876693,-0.0682966724014535,5.8862383502899,8.47725396085496e-05,-0.00694110218955552,0.00132192013705189
0.09,0.107059059053705,0.0255248298702499,0.449964938290961,-0.0011618754387792,-0.125039064103649,-0.0117935165358378,0.259213197637037,0.0804598349284611,1.11012601479189,0.0113813440422384,-0.282204121515081,0.0406959708265287,5.79064267614229,0.000166803685353778,-0.00762740799921523,-0.00128520354261821
0.1,0.0753771138352948,0.00173649984979427,0.48187572603357,-0.0208736914534386,-0.158204170979999,-0.0122277257893855,0.194445505259831,-0.0334271084600585,0.988655126278488,-0.0150312731010294,-0.348820831446906,-0.051128450807026,5.85085585830185,0.00215315294365564,-0.00472253136886876,0.00325378019871103
0.11,0.0693875229768974,-0.0237682109299374,0.452587612547424,-0.02101877174336,-0.173820738177181,-0.0398294586384439,0.276272972218964,-0.0333616888779129,1.08351402088579,0.068536667545188,-0.226627558515669,0.0570122893483907,5.747810221848,0.000398533146673835,-0.00696192058229241,-0.000524321314898585
0.12,0.141818003090431,0.0157952670290667,0.534069986085422,0.0542835816294469,-0.0886615070084894,0.0494551488102291,0.349200953409635,0.0226419376417488,1.02439222922883,0.0407361026489587,-0.283355115301548,0.00821532612838724,5.8126054177776,-0.00194919329414375,-0.00877249028238844,-0.00270333583361881
0.13,0.129919525174173,-0.0053390815233737,0.481958680858823,0.005029733037349,-0.14900569438232,-0.00346675071907739,0.227138699894242,0.0500621882175385,1.03789139550804,-0.0877572783965738,-0.387750284982954,-0.0682043902704427,5.78928348676013,0.00280316696400429,-0.00385737936780857,0.003548470285692
0.14,0.110416352030132,0.0349169360571115,0.515221413319524,-0.0254721307257525,-0.17087748741556,-0.0246646916304643,0.336360402398625,0.0379852707062103,1.05640940779183,0.11363818075764,-0.179138212024976,0.083326604918122,5.69129332650259,-0.000576734944209096,-0.0079229197632618,-0.00252591392924577
0.15,0.133727216771712,0.00828810285747917,0.51242739053148,0.0433541416556453,-0.105427435531296,0.0320942133203272,0.333256217519677,-0.0235954166680358,0.965579827210308,-0.0236039588304239,-0.352277714183337,-0.0597323058627393,5.83373760730599,0.000225803196776316,-0.00601812783233215,0.00144236114407049
0.16,0.139771098749386,-0.00969574897425944,0.486207586164508,-0.0136281620308887,-0.17244996857641,-0.0276688697969483,0.30663570209204,0.0568512109135482,1.09068493103758,0.00126793999602954,-0.280359490023404,0.027565837186611,5.68088692518108,0.00175223632625068,-0.00522165950747731,0.000250074649218903
0.17,0.104706416782255,-0.0032376227232378,0.519538812817553,-0.0235267493467026,-0.167819873748643,-0.0189276678152492,0.333219505472899,-0.0415663335519353,0.955222606367827,0.0506409269577295,-0.271533654560204,-0.016657089900066,5.76279579209999,0.00142471118580636,-0.00546006545812263,0.00202321605184644
0.18,0.12034597833913,-0.0388734752331044,0.473116618174039,-0.00370264292338177,-0.164996523842605,-0.0330483058179266,0.361770466724907,-0.0506644259409946,1.04146099758769,0.0363640374971197,-0.281905253313005,0.0225297302397928,5.71027904694612,0.00121338514502164,-0.00517774446368241,0.000830729621695757
0.19,0.179467869042559,0.00475870190963987,0.556247964893055,0.0351561810708877,-0.127752765912624,0.0271220939933751,0.431778363697408,0.0352872626346301,1.02444736352371,0.0690530006561187,-0.236583338889996,0.0332265631133067,5.66851366636504,-0.0013632201054689,-0.00755916805054651,-0.00267896462847604
0.2,0.184181845531446,0.0130487156883368,0.536951152198645,0.0295755622919319,-0.131075369181524,0.0176120268162465,0.377834956210639,0.0431920146480691,0.960010939171616,-0.050765750693441,-0.346806287257635,-0.0576256809737092,5.73564149139174,0.00157478669030266,-0.004578351597666,0.00206922582052179
0.21,0.15012948624657,0.00268185163416351,0.502174562099745,-0.0354841827700843,-0.191890906518234,-0.0431969032643671,0.380986443139635,0.0205459139345341,1.02380385878102,0.0453445570727903,-0.245500936802514,0.0307401188141945,5.66132246295197,0.00225321400788256,-0.00476358799516279,0.000930228018288665
0.22,0.155061850879516,-0.00428420684400179,0.534383098367959,0.00604748193926417,-0.151038777936449,-0.00549964896171774,0.443348100665891,-0.0428276374461454,0.988248491146826,0.0829651515017694,-0.255090938522278,0.00770460589104484,5.67322249442534,-2.65218727538502e-05,-0.00583180943242853,0.00021719334732429
0.23,0.215433648652931,0.00439828466598212,0.557638699144507,0.0516168185904779,-0.126021569563666,0.0227870465961738,0.47280374505268,0.0460292848362079,1.00295331589185,0.0176479542363856,-0.272180020842779,0.0185341477992281,5.64398820181414,-0.00055274120152502,-0.00620840768968641,-0.00178440655751287
0.24,0.207467619715867,0.0176555807495366,0.552253077913031,0.00870684593589469,-0.15196972118336,0.00815170163941565,0.436068604916146,0.0570919952830047,0.962247218678792,-0.01840063666623,-0.304065433076259,-0.0387286911172911,5.65673092775558,0.00199769753638573,-0.00430777994320408,0.00169064463884833
0.25,0.208010769818867,0.0360347213950964,0.551793318180048,0.00356213122259532,-0.156087448668864,-0.00949091458480236,0.489523765127876,0.0454582648741825,0.994029811305482,0.0886858835736241,-0.223551232138464,0.0438674549872248,5.60630403187228,-0.000219040012489182,-0.00596850783669036,-0.00135754020311179
0.26,0.228372978650122,0.0278991956668518,0.569019147894406,0.0470064295759574,-0.127127041883372,0.028490424288472,0.497935968698934,0.0364357532953204,0.949652004348138,0.00481436557824446,-0.2902723719132,-0.0223539869732399,5.6476262379648,0.000149304826943841,-0.00531406895800012,-8.96792586512776e-05
0.27,0.241628865453827,0.0322643747481594,0.563843992181242,0.0181575216000748,-0.148641748854889,0.00617827031600713,0.505867802733423,0.0851045138426084,0.993598689783218,0.0207529684785092,-0.262994562091298,0.00990430324037586,5.5825579538742,0.000832728159037812,-0.00499273043956651,-0.00053317836285308
0.28,0.239095801822338,0.0440190872772955,0.580398410283404,0.0189545471591921,-0.145970684058443,0.0111133668590748,0.517365790541069,0.0543545634792973,0.934275844824852,0.0449235366828285,-0.258040227090086,-0.00515742653006455,5.61084338170003,0.000394714774040627,-0.00506857344938613,-3.56892454732776e-05
0.29,0.210876128637057,-0.00410007501088649,0.530138161413146,-0.00475930016930876,-0.178682209148345,-0.0279792294559283,0.484643321167665,0.0041692601440789,0.942880195452535,-0.00248060002495788,-0.290763047767243,-0.022193186178413,5.62589245384524,0.00301758156133191,-0.00304360184787885,0.00269615244497592
0.3,0.238441006216281,0.0152266474099211,0.570842677322887,0.0089072710403557,-0.161314650282367,-0.0071430821404028,0.578014745134233,0.0372049789437659,1.00168690426192,0.13023540823983,-0.186685146280898,0.0630773167663214,5.52685615309073,-0.000764053429364823,-0.00599105649513147,-0.00235517097816037
0.31,0.291266274471458,0.0409477277045257,0.615666631868694,0.0791344753512486,-0.106740875879464,0.0523447583550775,0.587754192367583,0.071631820837109,0.909232799146153,-0.00300530136978007,-0.28699114821342,-0.0318993271971852,5.60662343194944,-0.00064067419367813,-0.0055054321569753,-0.000807061363066756
0.32,0.288378954278498,0.0453711821510736,0.576725827937756,0.0154376377397033,-0.155502025913464,0.00334425105262338,0.563417088685317,0.113900740952076,0.981848427871054,-0.0108362082715163,-0.280238657794342,-0.00590374787755115,5.52202869121013,0.00203959223502143,-0.0035558269381212,0.000352120797842606
