time_x,x,y,z,roll,pitch,yaw,xdot,ydot,zdot,p,q,r,Gap,time_u,thrust,roll angle,pitch angle,yaw angle
144.4,-0.697274873,1.632952772,-4.08606391,-0.126537666,0.00042549,0.136941828,-2.779405429,-0.023970067,-0.429664723,-0.047735778,-0.071751037,0.039444117,,144.4,5.582281932,0.0014957,-0.000127478,-0.003577675
144.5,-0.896537854,1.624729099,-4.104262552,-0.117352191,-0.001846589,0.122758561,-2.707820549,-0.223556569,-0.257266613,-0.024168598,-0.061751896,0.018113069,,144.5,5.518612505,0.00115372,-0.000324696,-0.002421702
144.6,-1.033688124,1.534614421,-4.047083731,-0.103276437,0.002753027,0.120901964,-2.683950431,-0.309171436,-0.267701344,-0.0296515,-0.066364994,0.041868466,,144.6,5.556670614,0.001166998,-0.000333057,-0.002948566
144.7,-1.185125545,1.508801495,-4.04939523,-0.089388677,0.014696562,0.150558713,-2.656162168,-0.364875713,-0.167797266,-0.009612581,-0.055242734,0.039191906,,144.7,5.541019316,0.000525946,-0.000829203,-0.002271552
144.8,-1.381733734,1.444044051,-4.043715259,-0.106303648,-0.00819256,0.128048442,-2.714013162,-0.476291722,-0.163741471,-0.053995173,-0.09835671,0.02870107,,144.8,5.613388299,0.002217096,0.000488485,-0.003612358
144.9,-1.567189729,1.399626307,-4.033886677,-0.11003341,-0.013981902,0.141936732,-2.627084895,-0.586615997,0.018025073,0.038322679,-0.03366552,0.007179586,,144.9,5.540836948,0.000649667,-0.000746866,-0.002265666
145,-1.739328339,1.27935237,-3.994252427,-0.103772481,-0.02395326,0.101430572,-2.639735856,-0.751315575,-0.019239899,-0.051918853,-0.110942905,0.003211218,,145,5.618024626,0.002814498,0.001098527,-0.002771353
145.1,-1.87807266,1.211345152,-3.975345398,-0.108346422,-0.027638399,0.132956378,-2.540037766,-0.796410453,0.157806423,0.076510969,-0.010209039,0.015052339,,145.1,5.54938781,0.000448143,-0.000917067,-0.002679367
145.2,-2.022322441,1.133729785,-3.905998171,-0.062750275,0.002014825,0.130067073,-2.504485603,-0.918834766,0.145522121,-0.027460228,-0.098729038,0.002949197,,145.2,5.590510902,0.001842646,0.000225398,-0.00209352
145.3,-2.186023697,1.017817906,-3.912751447,-0.117016238,-0.050673318,0.113012202,-2.564030277,-0.947342987,0.20098072,0.02822505,-0.066545117,0.001536782,,145.3,5.631267163,0.002137899,0.000767642,-0.002459255
145.4,-2.380864451,0.976330583,-3.870977465,-0.082316021,-0.030984298,0.12323536,-2.402452322,-1.116955292,0.381222195,0.057326626,-0.034263725,-0.002355413,,145.4,5.551922427,0.001146889,-0.000338288,-0.002037445
145.5,-2.473067829,0.807983721,-3.783811701,-0.079308691,-0.032522298,0.109959118,-2.412666857,-1.167075914,0.325515877,0.011271391,-0.089247946,-0.0079272,,145.5,5.623381287,0.002260399,0.000825514,-0.001440544
145.6,-2.674163313,0.703158017,-3.812636198,-0.120495182,-0.083736312,0.0823044,-2.406200341,-1.2881407,0.443412305,0.045894958,-0.063039587,-0.018167753,,145.6,5.616166504,0.002791235,0.001355039,5.84843E-06
145.7,-2.757461501,0.653003108,-3.670986409,-0.036531766,-0.009807499,0.145105186,-2.138925733,-1.339353465,0.61251032,0.13518768,0.017949933,0.06847776,,145.7,5.529672801,-0.000524005,-0.00182872,-0.005238546
145.8,-2.811025344,0.500885469,-3.585668485,-0.016525391,-0.000119535,0.161772825,-2.248457925,-1.323053913,0.493183615,-0.021808628,-0.129126815,-0.073052174,,145.8,5.648019774,0.002260161,0.000895232,0.000141287
145.9,-3.013002414,0.478835687,-3.594696879,-0.060773994,-0.047577814,0.119451142,-2.224598368,-1.293346496,0.698332253,0.117169696,-0.009412786,0.05724366,,145.9,5.586206058,0.000458137,-0.000584383,-0.003561849
146,-3.188483803,0.381259627,-3.501551429,-0.024972018,-0.025856627,0.14818381,-2.165220696,-1.429010585,0.720955651,0.024506419,-0.089484731,-0.050807938,,146,5.605337761,0.001869123,0.000551477,0.000144992
146.1,-3.250564142,0.260832983,-3.405354898,-0.02676285,-0.029782881,0.13646687,-2.100403868,-1.365314641,0.824010607,0.118273077,-0.018866156,0.056288465,,146.1,5.580424921,0.000160306,-0.00076018,-0.004314011
146.2,-3.40047525,0.187096317,-3.33880947,0.000181642,-0.020287185,0.164759377,-2.092931188,-1.419336476,0.854136978,0.035312502,-0.085096366,-0.061962638,,146.2,5.608341267,0.001410924,0.000302793,-0.000104544
146.3,-3.56119642,0.047934865,-3.297851646,-0.054210843,-0.075881262,0.089872791,-2.118719545,-1.436472665,0.934824383,0.071291166,-0.066578359,0.007181842,,146.3,5.595756148,0.001916091,0.000701027,0.00195205
146.4,-3.702185021,-0.02649576,-3.200984057,-0.021723394,-0.05806395,0.130871967,-1.972150158,-1.497701926,1.040790648,0.112833629,-0.037564237,0.065867343,,146.4,5.578428143,0.000628555,-6.92304E-06,-0.002534191
146.5,-3.797085991,-0.212347629,-3.119573399,-0.037971768,-0.086495376,0.120205035,-1.983112008,-1.553701356,1.051323515,0.033138236,-0.095896624,-0.06548867,,146.5,5.593617075,0.002749874,0.001132737,0.006458383
146.6,-3.897351755,-0.272713092,-3.016156003,-0.025159096,-0.075457648,0.105534305,-1.804529156,-1.521984999,1.192087246,0.162740417,-0.016124332,0.172206444,,146.6,5.557528111,1.76128E-05,-0.000216186,-0.004686734
146.7,-3.970305404,-0.397116189,-2.906054821,0.009960889,-0.06881163,0.185578776,-1.772794181,-1.574522487,1.18708128,0.035675171,-0.082296205,-0.093367518,,146.7,5.589724286,0.001963239,0.000903528,0.004525864
146.8,-4.094046051,-0.524480997,-2.847400604,-0.04645738,-0.110406002,0.065663806,-1.720884647,-1.548873045,1.293630751,0.110798383,-0.051519851,0.103060192,,146.8,5.549119885,0.00172749,0.000374022,0.003785994
146.9,-4.156620058,-0.560006751,-2.69558259,0.027452804,-0.062018937,0.1872289,-1.531428774,-1.550608547,1.352198115,0.144810228,-0.035827727,0.126170109,,146.9,5.573573728,-0.000357472,6.45724E-05,-0.005092969
147,-4.191699059,-0.711616959,-2.593356586,0.029173929,-0.078359341,0.186263972,-1.516816269,-1.517399046,1.416767455,0.045778181,-0.060912968,-0.08656287,,147,5.543290316,0.001665029,0.000698721,0.004960099
147.1,-4.274585726,-0.725303916,-2.461932053,0.031822756,-0.053016667,0.134501799,-1.38101535,-1.412364922,1.494354582,0.162518236,-0.009900505,0.166909731,,147.1,5.52996888,-0.000611111,-0.000475388,-0.006742409
147.2,-4.367989818,-0.836140625,-2.384792694,0.038851926,-0.083266461,0.19525677,-1.414694363,-1.453552793,1.475515621,0.031448193,-0.088829707,-0.135016881,,147.2,5.575365399,0.00184257,0.001134129,0.008055053
147.3,-4.47413691,-0.939227778,-2.299317601,-0.000992759,-0.110733053,0.0767654,-1.315961874,-1.377368542,1.629852706,0.140816185,-0.024479823,0.201767169,,147.3,5.500216095,0.00050973,0.000104405,-0.000272157
147.4,-4.498446911,-0.979178699,-2.115858203,0.067304852,-0.069282665,0.240075132,-1.180733285,-1.345570793,1.620597727,0.111465734,-0.03836051,0.039900592,,147.4,5.545863035,-0.000317963,0.000331858,-0.002595908
147.5,-4.475445728,-1.037740185,-1.972690168,0.097108155,-0.04181631,0.215777562,-1.06335764,-1.204596151,1.756536951,0.106552343,-0.003895883,0.015873579,,147.5,5.47899966,-0.00069452,-0.000540232,-0.004871233
147.6,-4.56748794,-1.074335793,-1.861413693,0.072719288,-0.057215255,0.175747222,-1.090441972,-1.155259969,1.718196935,0.062748501,-0.066521624,-0.068079777,,147.6,5.502111052,0.000536936,0.000773466,0.002710909
147.7,-4.698206699,-1.164049448,-1.816234913,0.027788935,-0.117701128,0.105333632,-1.102624014,-1.117132746,1.762816764,0.087633782,-0.043053666,0.070410924,,147.7,5.511349565,0.000944859,0.00070124,0.004877507
147.8,-4.72671351,-1.194544519,-1.646711397,0.077897788,-0.075645027,0.200919327,-0.941537548,-1.007532868,1.881094324,0.142535822,-0.008562967,0.156416131,,147.8,5.463169279,-0.001278482,-0.000139661,-0.006787569
147.9,-4.70651925,-1.240898168,-1.462558601,0.1058283,-0.067443518,0.243707212,-0.870666849,-0.93412927,1.871188414,0.048712174,-0.035377447,-0.104586,,147.9,5.464228203,-2.61638E-05,0.00047135,0.001539088
148,-4.769524765,-1.264631087,-1.374781754,0.068720235,-0.079380304,0.129982294,-0.828814285,-0.827977955,1.93016443,0.093680045,-0.023990528,0.070931578,,148,5.427579694,-0.000223164,0.000401294,-0.000734535
148.1,-4.81498453,-1.272082988,-1.238115188,0.096037879,-0.074017884,0.206907013,-0.769661169,-0.730513351,1.921445806,0.091685627,-0.016345776,0.023964758,,148.1,5.461693592,-0.000915407,0.00021722,-0.002583738
148.2,-4.882303227,-1.349905766,-1.155400786,0.056673731,-0.115226399,0.146234418,-0.77293487,-0.696291001,1.985535052,0.02510872,-0.059782205,-0.056127505,,148.2,5.424214602,0.001336116,0.001376282,0.008218823
148.3,-4.945406751,-1.37817428,-1.018793101,0.030342673,-0.13824113,0.108412233,-0.699488607,-0.610756846,1.99962925,0.118897437,-0.014027494,0.186565474,,148.3,5.424107597,-0.000104647,0.000839585,0.000748526
148.4,-4.921600476,-1.37647302,-0.849711833,0.095630879,-0.099738875,0.239153389,-0.542854661,-0.510690082,2.066045775,0.086321209,-0.00118209,0.050264935,,148.4,5.38884628,-0.001118957,0.00044422,-0.002853752
148.5,-4.912025446,-1.404445671,-0.70399359,0.071632535,-0.110513657,0.172182917,-0.457073221,-0.46685217,2.054320222,0.026519524,-0.033121355,-0.04501466,,148.5,5.372449301,0.00072434,0.001294247,0.005549022
148.6,-4.924470668,-1.384907896,-0.590894053,0.064155644,-0.11034926,0.144683199,-0.358960057,-0.340541521,2.073995869,0.11467563,0.0128395,0.154210328,,148.6,5.368098479,-0.001121869,0.000522658,-0.00304536
148.7,-4.892640892,-1.358919427,-0.434867383,0.119282683,-0.080643747,0.246574129,-0.240070062,-0.230606048,2.109343872,0.051093455,0.007486699,-0.021680682,,148.7,5.349571863,-0.001287531,0.00022133,-0.002622978
148.8,-4.852511965,-1.325450674,-0.277242145,0.111691971,-0.064894545,0.190492164,-0.123779499,-0.120967527,2.146574089,0.051455448,0.002204237,-0.006134686,,148.8,5.297688183,-0.001236714,0.000229703,-0.002493216
148.9,-4.87488249,-1.318075561,-0.181774694,0.083609848,-0.098200416,0.163989186,-0.130112014,-0.043896467,2.084247005,0.023754719,-0.021768916,-0.035536075,,148.9,5.338781554,-0.000192824,0.001406254,0.00272333
149,-4.911157865,-1.324461655,-0.104705885,0.05353641,-0.129835577,0.12946332,-0.11686699,0.050401732,2.143855309,0.049318586,0.012002441,0.062872443,,149,5.308755582,-0.000142996,0.001260688,0.001612576
149.1,-4.823867871,-1.216321538,0.135335464,0.138113172,-0.045283173,0.244304609,0.074727616,0.261017663,2.204051709,0.112995951,0.07633234,0.102883871,,149.1,5.235211773,-0.003451173,-0.002402627,-0.012607846
149.2,-4.792650786,-1.185336489,0.263194067,0.126253845,-0.06315488,0.220412584,0.134643877,0.243798947,2.120281442,-0.072118216,-0.105883818,-0.261293799,,149.2,5.271386364,0.000334699,0.002584119,0.00720586
149.3,-4.765582401,-1.133157707,0.341082418,0.077473613,-0.107776077,0.090220097,0.185376544,0.434369718,2.192748826,0.102613196,0.111050514,0.194464572,,149.3,5.218312478,-0.002543742,-0.000968625,-0.008002341
149.4,-4.769544986,-1.079688501,0.479331865,0.117183207,-0.057398411,0.243891996,0.145305163,0.52276533,2.132750109,-0.049352669,-0.044636827,-0.172193072,,149.4,5.239429848,-0.000695671,0.000919361,0.000464013
149.5,-4.716584523,-0.985013221,0.644875235,0.089101002,-0.07722859,0.128128741,0.324932563,0.657257748,2.196443394,0.057805983,0.05250313,0.038514611,,149.5,5.157046452,-0.002548455,-0.000356732,-0.005015339
149.6,-4.687095941,-0.926047955,0.743988562,0.104426743,-0.069871082,0.181050964,0.28414242,0.735065495,2.100313961,-0.050843351,-0.017864393,-0.113702904,,149.6,5.216409566,-0.000964729,0.000806541,-0.000679203
149.7,-4.689807043,-0.872458818,0.832265139,0.044245733,-0.110866866,0.101442949,0.335541739,0.811678815,2.171805113,-0.001255558,0.017040645,-0.035220976,,149.7,5.158281702,-0.000804506,0.001296774,0.000325342
149.8,-4.619973097,-0.757350003,1.016871122,0.094982541,-0.066006086,0.160864482,0.406774484,0.994322824,2.162539057,0.030590055,0.068631227,0.012567654,,149.8,5.110522009,-0.002924705,-0.001464997,-0.007232302
149.9,-4.591323737,-0.672686426,1.132350684,0.079244738,-0.071544703,0.149816874,0.486912667,0.973250615,2.09057839,-0.090575064,-0.064912523,-0.186857273,,149.9,5.147529079,-0.0002873,0.001940316,0.00213801
150,-4.517583407,-0.58420886,1.232777556,0.050728857,-0.102796515,0.085635527,0.57098428,1.124114374,2.158467544,0.033975332,0.093667977,0.035104164,,150,5.080076083,-0.002599576,-0.000685145,-0.005284231
150.1,-4.474607265,-0.485408425,1.370880473,0.079970653,-0.058891057,0.151408056,0.568114856,1.189991915,2.09656422,-0.084949153,-0.024759889,-0.150621422,,150.1,5.085904548,-0.001036175,0.000505376,-0.001117064
150.2,-4.428501749,-0.384110942,1.489565047,0.030686553,-0.10073549,0.074228378,0.700913593,1.236598639,2.103062339,-0.021726682,0.026470088,-0.06190792,,150.2,5.061785595,-0.001553798,0.000801764,-0.001950777
150.3,-4.320980568,-0.261059048,1.61980255,0.077010601,-0.057847824,0.127466757,0.747257396,1.389233357,2.122018061,-0.027334762,0.059842728,-0.064913092,,150.3,4.985755794,-0.00267816,-0.001507017,-0.004958673
150.4,-4.221954526,-0.093264816,1.798274546,0.097343609,-0.01359075,0.146601435,0.913591782,1.428070076,2.049352339,-0.060501367,-0.012103304,-0.117222306,,150.4,4.962893042,-0.002536251,-0.00106592,-0.004200564
150.5,-4.11701322,0.010631767,1.869305383,0.074827086,-0.046916672,0.115217241,0.989899888,1.488589318,2.035651442,-0.067836503,-0.002116935,-0.114207129,,150.5,4.970173962,-0.002357554,-0.000376804,-0.003873067
150.6,-4.047926966,0.10770414,1.946396271,0.050953995,-0.061815947,0.091979769,0.929127588,1.570761521,2.019046196,-0.084071052,0.009773139,-0.130240318,,150.6,4.973499833,-0.001802384,-0.000366363,-0.002793315
150.7,-4.025843499,0.219226461,2.0585952,0.02149322,-0.075806581,0.059396656,0.921994777,1.638347314,2.015319191,-0.08351683,-0.004522186,-0.128634154,,150.7,4.959435901,-0.001457214,0.000202238,-0.002419748
150.8,-3.964239167,0.352347747,2.185844397,0.019625302,-0.080242756,0.055145793,0.967107874,1.72091577,2.020366223,-0.072738655,0.020940693,-0.123838671,,150.8,4.909191461,-0.001906047,-0.000482846,-0.00323868
150.9,-3.883235109,0.495444239,2.314932452,0.020659829,-0.066974741,0.050708986,1.033706718,1.748564632,1.968847579,-0.095612218,-0.005231788,-0.146541156,,150.9,4.894272,-0.001614308,-0.00032955,-0.002679804
151,-3.794071752,0.619608135,2.413138674,0.00472887,-0.078868747,0.032143256,1.118412707,1.769567063,1.948132878,-0.091087548,0.000283034,-0.141206678,,151,4.883614063,-0.001617011,-0.000175663,-0.002955333
151.1,-3.710550633,0.7257312,2.499017659,-0.014677504,-0.093959779,0.009754257,1.144982048,1.78040274,1.931063831,-0.110803278,-0.007166928,-0.166877371,,151.1,4.885468003,-0.001010912,0.000320291,-0.001759633
151.2,-3.594755214,0.880051104,2.640660773,-0.000365285,-0.068674068,0.018304313,1.254419853,1.852784141,1.967509263,-0.065562833,0.03799913,-0.121243997,,151.2,4.755175188,-0.002372781,-0.001409169,-0.003792226
151.3,-3.47474763,1.029251249,2.779619385,0.012946304,-0.046818835,0.029033221,1.356609609,1.826592305,1.806157201,-0.127070771,-0.034493284,-0.171361364,,151.3,4.804637589,-0.001475545,-0.000490076,-0.002897855
151.4,-3.359856494,1.13232594,2.804442811,-0.026858563,-0.086173873,-0.008719576,1.432936759,1.802170691,1.83145607,-0.105925172,-0.004368077,-0.165519708,,151.4,4.81439749,-0.001380369,-6.0692E-05,-0.002745465
151.5,-3.229788958,1.251469591,2.922582442,-0.016135892,-0.067696763,-0.008122183,1.456901969,1.866806985,1.865382771,-0.099354113,0.017685749,-0.161380509,,151.5,4.702430469,-0.001843115,-0.001134524,-0.0027438
151.6,-3.121397814,1.407832462,3.070016012,-0.014827342,-0.051010011,-0.010810723,1.555178084,1.841573834,1.725748625,-0.11885093,-0.022755054,-0.161963747,,151.6,4.724645659,-0.001548982,-0.000676329,-0.002974423
151.7,-2.952860142,1.553500963,3.138570928,-0.001210429,-0.039276174,0.008155676,1.6830726,1.872033115,1.755282984,-0.089475561,0.016351548,-0.148987348,,151.7,4.617747211,-0.002549926,-0.002013593,-0.00450085
151.8,-2.837102303,1.647958819,3.212038509,-0.031542321,-0.058877643,-0.032050154,1.678111361,1.78273945,1.581043515,-0.16953402,-0.072737672,-0.220930956,,151.8,4.774313834,-0.00040542,0.000514907,-0.001245614
151.9,-2.716251146,1.744563083,3.240809924,-0.061793745,-0.092544108,-0.063755612,1.72263587,1.82623624,1.753209497,-0.082662599,0.039512316,-0.147533732,,151.9,4.633406147,-0.001850313,-0.001071203,-0.003227771
152,-2.612035069,1.863436975,3.403235738,-0.05283693,-0.065664745,-0.063405426,1.709337541,1.795929505,1.59599618,-0.159002219,-0.047296002,-0.212514768,,152,4.659356424,-0.000431839,0.000124001,-0.00045249
152.1,-2.525397526,1.959835999,3.43378914,-0.107632001,-0.120735371,-0.117882094,1.79102019,1.694346707,1.571813395,-0.123454635,-0.007565599,-0.168798799,,152.1,4.722959865,-0.000205548,0.000836503,-0.001112606
152.2,-2.381191729,2.033177925,3.503093027,-0.103893578,-0.111570077,-0.113989192,1.82009586,1.67371123,1.680353589,-0.116089615,0.016033653,-0.188590525,,152.2,4.573099207,-0.000486588,0.000132499,9.59138E-06
152.3,-2.246110886,2.157424455,3.680877356,-0.099488787,-0.090339404,-0.124030145,1.923063346,1.589684516,1.483478708,-0.120287615,-0.001753173,-0.156799772,,152.3,4.589431918,-0.000451184,0.000247933,-0.00047394
152.4,-2.098553068,2.221956013,3.675592239,-0.121908525,-0.110878897,-0.133896075,2.012624435,1.452902954,1.440930288,-0.132801344,-0.007267617,-0.179070616,,152.4,4.629472918,0.000266552,0.001046843,0.000393353
152.5,-1.941535024,2.264531921,3.728739662,-0.141481924,-0.122812106,-0.160993887,2.065524058,1.348867372,1.461962172,-0.111307396,0.023027438,-0.166845114,,152.5,4.574684745,0.000292048,0.00091485,0.001164904
152.6,-1.797064976,2.316589559,3.829380635,-0.146517832,-0.116679402,-0.172522805,2.134986527,1.231342833,1.383253623,-0.113488298,0.01516825,-0.153673184,,152.6,4.551189844,0.000548517,0.001156547,0.001438469
152.7,-1.606143164,2.392404758,3.913264076,-0.130448837,-0.093355438,-0.152364442,2.267692875,1.133565152,1.335048723,-0.080580686,0.049106988,-0.124340371,,152.7,4.461288556,-0.000443602,0.000246357,0.000541898
152.8,-1.394464749,2.453910844,3.987921859,-0.109671602,-0.060419132,-0.134635883,2.373198046,1.007516806,1.171667747,-0.108787148,0.024875311,-0.130252058,,152.8,4.463755105,-0.000157809,0.00037399,0.001288954
152.9,-1.228700364,2.447208534,3.956709645,-0.154098462,-0.095458883,-0.171444957,2.415567966,0.811018844,1.078463754,-0.122619061,0.012137997,-0.134328577,,152.9,4.567221433,0.001271302,0.001606991,0.001935891
153,-1.025954944,2.454725971,3.991092853,-0.145588484,-0.08081625,-0.160192871,2.485408949,0.754373937,1.197613598,-0.044080012,0.084089944,-0.099535901,,153,4.378794921,-0.000453181,0.000106356,0.001757076
153.1,-0.807644385,2.532536272,4.163376195,-0.087266006,-0.01282234,-0.121498639,2.588408062,0.678156357,0.961160733,-0.086000473,0.049211662,-0.0730979,,153.1,4.335794583,-0.000632754,-0.000139048,0.002265216
153.2,-0.602178156,2.54920411,4.11791166,-0.11258369,-0.025188248,-0.119108028,2.671379195,0.48503506,0.832997018,-0.100398185,0.038809085,-0.060207225,,153.2,4.436300617,0.000415294,0.000580135,0.001507131
153.3,-0.372262021,2.51056055,4.092112718,-0.115113408,-0.018668311,-0.108795715,2.683947037,0.427357831,0.897897222,-0.050563363,0.076880847,-0.066007733,,153.3,4.332973784,-0.00038536,-9.55988E-05,0.002776986
153.4,-0.245068096,2.475228313,4.134724592,-0.144822648,-0.045770356,-0.160994342,2.618130801,0.254281391,0.69343243,-0.123098431,0.012400231,-0.072463674,,153.4,4.463552237,0.001958221,0.001538287,0.002460769
153.5,-0.066976562,2.460570407,4.117058438,-0.159021731,-0.050092729,-0.146334188,2.655855941,0.187223359,0.79941532,-0.005535676,0.10339766,-0.055846601,,153.5,4.327311271,3.381E-05,1.6005E-05,0.002942892
153.6,0.078102205,2.420840676,4.186709986,-0.147519044,-0.041758487,-0.176772307,2.610784994,0.01739407,0.565502068,-0.109702084,0.013366543,-0.068505516,,153.6,4.409352292,0.002237862,0.001552902,0.003413405
153.7,0.281185369,2.417496231,4.176587395,-0.154192278,-0.035651754,-0.145940808,2.709794922,-0.076645837,0.621122368,0.019092703,0.118360091,-0.016880681,,153.7,4.295776164,6.99662E-06,-0.000306344,0.002821469
153.8,0.46647581,2.346457434,4.201502872,-0.129933735,-0.013465252,-0.152981055,2.674060858,-0.244158763,0.411193159,-0.092317126,0.018960912,-0.046893544,,153.8,4.361440061,0.002071202,0.001220048,0.003452742
153.9,0.663522537,2.308187198,4.172883147,-0.152100013,-0.024600667,-0.142121006,2.73924855,-0.359148105,0.439874418,0.019149214,0.110851318,-0.003470756,,153.9,4.293797899,0.000571601,-0.000182443,0.002652902
154,0.862690517,2.226732004,4.188150431,-0.116640658,0.009282593,-0.133402022,2.71199421,-0.475583037,0.290386104,-0.046322251,0.045894094,-0.023169967,,154,4.304438313,0.001440552,0.000492848,0.003531593
154.1,1.064110111,2.198464991,4.187286742,-0.115095063,0.01669234,-0.114113177,2.772446658,-0.578147621,0.275354788,0.018155967,0.102600939,0.028021145,,154.1,4.24658747,0.000412542,-0.000589003,0.002452461
154.2,1.260605005,2.09481367,4.163611199,-0.104265979,0.029525685,-0.107261745,2.724247427,-0.703127889,0.13364623,-0.035870169,0.045045959,-0.003365024,,154.2,4.283540949,0.001548381,0.000302437,0.002835076
154.3,1.389706252,1.968028743,4.079976756,-0.161872521,-0.025140357,-0.154873412,2.642665695,-0.869654175,0.080706366,-0.012683763,0.055472892,-0.01785576,,154.3,4.297360382,0.002625429,0.00102906,0.002673984
154.4,1.554654005,1.863010378,4.071311579,-0.142764304,-0.007159887,-0.149994316,2.620799049,-0.927893841,-0.006105139,0.050559255,0.098505002,-0.006334605,,154.4,4.28389138,0.001230788,-0.000207926,0.003127333
154.5,1.688292506,1.786672891,4.046708548,-0.130172779,0.0009031,-0.160303311,2.596057433,-1.102312396,-0.101440847,-0.01294377,0.037587885,-0.003092236,,154.5,4.273826965,0.002628656,0.000873999,0.002838941
154.6,1.871450447,1.662229302,4.006679036,-0.144015255,-0.008736237,-0.148474509,2.603429143,-1.208132933,-0.167401132,0.06263752,0.09614369,0.006999062,,154.6,4.264563412,0.001714261,-2.50527E-05,0.002252584
154.7,2.076681308,1.568969531,3.989571088,-0.085536396,0.044658773,-0.118426633,2.62388438,-1.277697607,-0.240626064,0.053214182,0.082261219,0.0194684,,154.7,4.248270457,0.000936206,-0.000664368,0.001902865
154.8,2.251916286,1.464226053,3.94947953,-0.087853525,0.042179971,-0.114937919,2.604241731,-1.410976697,-0.26866484,0.023402776,0.055389167,0.014362332,,154.8,4.202784737,0.00191113,1.4153E-05,0.001466348
154.9,2.461227285,1.326915568,3.923283428,-0.075552994,0.057338029,-0.094182151,2.595349292,-1.439282538,-0.373696894,0.088905115,0.102814842,0.027135188,,154.9,4.223914597,0.000566838,-0.001176019,0.000637044
155,2.579689092,1.172839885,3.814293266,-0.088793825,0.037462723,-0.130981526,2.470013759,-1.589421523,-0.446526843,0.000307857,0.015721569,-0.026541586,,155,4.20417365,0.002993297,0.000849656,0.002568629
155.1,2.732839356,1.037719909,3.780032594,-0.101687169,0.026103877,-0.133050585,2.457928331,-1.611720513,-0.548611828,0.128948173,0.119878492,0.038971655,,155.1,4.231331417,0.00088173,-0.00096094,8.51045E-06
155.2,2.90497026,0.948372021,3.727337167,-0.024565552,0.093116439,-0.08399519,2.447146587,-1.660778442,-0.597475037,0.061783749,0.061883648,-0.000447495,,155.2,4.234332678,0.000835223,-0.000988383,0.000239425
155.3,3.033084313,0.800650193,3.651270444,-0.071485366,0.049349657,-0.125457153,2.339823427,-1.761262516,-0.56222481,0.044640545,0.038216535,-0.014994456,,155.3,4.117135705,0.00244524,0.000307774,0.00121701
155.4,3.186409587,0.625558795,3.625883038,-0.067968227,0.050908846,-0.124021518,2.299575256,-1.772733908,-0.841956958,0.126792094,0.098371383,0.015436117,,155.4,4.263045595,0.000909056,-0.00086754,-0.000579465
155.5,3.329253537,0.544143108,3.489100485,-0.009541227,0.098711238,-0.091540745,2.272628326,-1.810540836,-0.745605909,0.08345004,0.065564013,-0.00906957,,155.5,4.206255984,0.000773352,-0.001028154,-0.000983995
155.6,3.438224763,0.37653225,3.452287164,-0.051617969,0.059654512,-0.132642504,2.138685021,-1.875220234,-0.801851154,0.057471096,0.031636037,-0.044391186,,155.6,4.120853793,0.002408721,0.000318844,0.001222422
155.7,3.50388679,0.155902598,3.332597146,-0.102730853,0.003752715,-0.194084719,2.011796472,-1.97109655,-1.091754792,0.097011744,0.049847277,-0.031623815,,155.7,4.214355161,0.003112157,0.00066233,0.002897511
155.8,3.597305882,0.027250348,3.169721725,-0.066840951,0.02903939,-0.175613683,2.009164736,-2.025538654,-1.146980796,0.151251788,0.07790745,0.022057539,,155.8,4.291813843,0.001442739,-8.20786E-05,-0.000471829
155.9,3.736125841,-0.07680775,3.106938214,-0.013360162,0.067658093,-0.129891034,2.009109514,-2.057200639,-1.07069115,0.108126443,0.06885115,-0.031668012,,155.9,4.235434646,0.001307163,-0.000283982,-0.000975854
156,3.921672938,-0.195884992,3.107213041,0.016296837,0.108344663,-0.113118685,2.011914488,-1.993209904,-1.077777343,0.14336177,0.094728132,-0.010619734,,156,4.230895631,2.92418E-05,-0.001326129,-0.003934211
156.1,4.056692324,-0.342179813,3.025244091,0.028154771,0.11470946,-0.114960502,1.889113942,-1.979353771,-1.084213808,0.084189692,0.041788948,-0.089841926,,156.1,4.178015447,0.001078255,-0.000366951,-0.001141401
156.2,4.122560983,-0.514668213,2.9355509,-0.020334267,0.066789648,-0.182486404,1.742491558,-1.986982533,-1.224829157,0.108173285,0.053255127,-0.057564519,,156.2,4.157307364,0.001727448,0.000181167,-0.000111642
156.3,4.191210128,-0.653828128,2.809132022,-0.004338374,0.075538469,-0.172412365,1.702411951,-2.005739388,-1.423313513,0.14262599,0.075732061,-0.035640095,,156.3,4.300363471,0.00084665,-0.000317461,-0.001941111
156.4,4.245531286,-0.802434981,2.611918695,-0.007240411,0.062817506,-0.191760037,1.580497791,-2.038153388,-1.34544626,0.090185629,0.033085039,-0.100118871,,156.4,4.201156074,0.002202255,0.00063967,0.001646721
156.5,4.380828187,-0.886309931,2.626257253,0.038681658,0.109997366,-0.161606134,1.639580376,-1.932949101,-1.479106948,0.206834133,0.125422187,0.030896368,,156.5,4.36500378,-0.001104477,-0.001858225,-0.00652087
156.6,4.501853856,-0.980460735,2.478808745,0.096727104,0.151691217,-0.108009192,1.505877995,-1.855766063,-1.28500651,0.066074484,0.023004636,-0.157221007,,156.6,4.246183498,0.000604117,-0.00061278,-0.001064663
